number,user_id,created_at,updated_at,closed_at,milestone_number,state
45566,10647082,2022-01-23,2022-01-23,,,open
45562,8519523,2022-01-23,2022-01-23,,,open
45554,8281969,2022-01-22,2022-01-23,,93,open
45553,62328453,2022-01-22,2022-01-23,,,open
45551,13159005,2022-01-22,2022-01-22,,93,open
45549,19383859,2022-01-22,2022-01-23,,,open
45538,6548211,2022-01-21,2022-01-22,2022-01-22,,closed
45535,8406130,2022-01-21,2022-01-23,2022-01-21,33,closed
45520,13631749,2022-01-21,2022-01-21,,,open
45513,4510984,2022-01-20,2022-01-20,,,open
45506,12969559,2022-01-20,2022-01-21,,,open
45499,11861496,2022-01-20,2022-01-20,2022-01-20,33,closed
45497,25847554,2022-01-20,2022-01-21,2022-01-21,33,closed
45495,19615918,2022-01-20,2022-01-20,,,open
45494,33491632,2022-01-20,2022-01-22,2022-01-22,92,closed
45493,35445149,2022-01-20,2022-01-20,2022-01-20,,closed
45490,15343819,2022-01-20,2022-01-20,2022-01-20,,closed
45488,223833,2022-01-20,2022-01-20,,,open
45486,4571716,2022-01-20,2022-01-20,2022-01-20,33,closed
45481,4231387,2022-01-20,2022-01-21,,,open
45476,11488142,2022-01-19,2022-01-22,2022-01-22,,closed
45474,29948528,2022-01-19,2022-01-20,,,open
45472,15113894,2022-01-19,2022-01-19,,,open
45470,1020496,2022-01-19,2022-01-21,2022-01-21,86,closed
45469,10712109,2022-01-19,2022-01-21,,,open
45468,45534008,2022-01-19,2022-01-19,,,open
45467,98004396,2022-01-19,2022-01-23,,32,open
45463,24376333,2022-01-19,2022-01-19,,,open
45459,58755604,2022-01-18,2022-01-23,,,open
45452,4749283,2022-01-18,2022-01-18,2022-01-18,,closed
45448,1020496,2022-01-18,2022-01-21,2022-01-21,86,closed
45444,4324329,2022-01-18,2022-01-18,,,open
45443,1494624,2022-01-18,2022-01-22,,32,open
45442,38394940,2022-01-18,2022-01-18,,,open
45439,91461145,2022-01-18,2022-01-21,2022-01-20,33,closed
45433,8078968,2022-01-17,2022-01-18,,,open
45427,31315784,2022-01-17,2022-01-17,,,open
45423,8078968,2022-01-17,2022-01-18,,,open
45419,8078968,2022-01-17,2022-01-18,,,open
45418,315810,2022-01-17,2022-01-17,,,open
45417,4324329,2022-01-17,2022-01-17,,,open
45416,48577571,2022-01-17,2022-01-20,2022-01-20,86,closed
45414,8169725,2022-01-17,2022-01-22,2022-01-22,92,closed
45413,66293138,2022-01-17,2022-01-17,2022-01-17,,closed
45412,8078968,2022-01-17,2022-01-17,,,open
45409,10647082,2022-01-17,2022-01-17,,,open
45399,26318103,2022-01-16,2022-01-16,,,open
45392,13814358,2022-01-16,2022-01-16,,,open
45384,42875462,2022-01-15,2022-01-16,2022-01-16,86,closed
45379,92440039,2022-01-15,2022-01-15,2022-01-15,33,closed
45374,23437545,2022-01-14,2022-01-23,2022-01-23,93,closed
45372,8020367,2022-01-14,2022-01-16,,,open
45369,1020496,2022-01-14,2022-01-18,2022-01-18,86,closed
45367,6339274,2022-01-14,2022-01-14,2022-01-14,,closed
45366,76238346,2022-01-14,2022-01-14,2022-01-14,,closed
45361,8078968,2022-01-14,2022-01-22,,,open
45358,765202,2022-01-14,2022-01-21,2022-01-15,,closed
45351,35853209,2022-01-13,2022-01-14,2022-01-14,,closed
45350,37801658,2022-01-13,2022-01-16,2022-01-16,92,closed
45349,8078968,2022-01-13,2022-01-14,,,open
45345,26380359,2022-01-13,2022-01-22,2022-01-22,33,closed
45344,953992,2022-01-13,2022-01-18,2022-01-18,86,closed
45342,34867955,2022-01-13,2022-01-13,2022-01-13,,closed
45341,34867955,2022-01-13,2022-01-16,2022-01-16,,closed
45337,221526,2022-01-12,2022-01-21,2022-01-21,86,closed
45332,53116297,2022-01-12,2022-01-15,,,open
45329,79511706,2022-01-12,2022-01-12,2022-01-12,,closed
45328,25895405,2022-01-12,2022-01-14,,,open
45326,8078968,2022-01-12,2022-01-14,,,open
45322,31037879,2022-01-12,2022-01-13,2022-01-13,,closed
45320,57452607,2022-01-11,2022-01-14,,,open
45319,4954394,2022-01-11,2022-01-14,,,open
45317,22839369,2022-01-11,2022-01-12,,,open
45316,7932044,2022-01-11,2022-01-12,,,open
45315,20811121,2022-01-11,2022-01-16,2022-01-16,86,closed
45314,9297904,2022-01-11,2022-01-16,2022-01-16,86,closed
45313,20811121,2022-01-11,2022-01-17,2022-01-17,92,closed
45311,37367467,2022-01-11,2022-01-15,,,open
45310,58935223,2022-01-11,2022-01-12,2022-01-12,,closed
45307,8078968,2022-01-11,2022-01-11,,,open
45303,199813,2022-01-10,2022-01-14,,,open
45298,2114106,2022-01-10,2022-01-14,,,open
45296,52605103,2022-01-10,2022-01-11,2022-01-11,92,closed
45291,8286820,2022-01-10,2022-01-21,,,open
45289,8078968,2022-01-09,2022-01-14,,,open
45286,39679286,2022-01-09,2022-01-13,,,open
45284,16210997,2022-01-09,2022-01-20,,,open
45277,7805021,2022-01-08,2022-01-13,,,open
45263,17513912,2022-01-08,2022-01-19,2022-01-19,86,closed
45260,40129272,2022-01-08,2022-01-16,2022-01-16,86,closed
45259,54809532,2022-01-08,2022-01-13,,,open
45258,15113894,2022-01-08,2022-01-08,2022-01-08,86,closed
45253,15113894,2022-01-07,2022-01-21,,,open
45252,15113894,2022-01-07,2022-01-23,,,open
45250,8078968,2022-01-07,2022-01-08,2022-01-08,,closed
45249,65635505,2022-01-07,2022-01-13,2022-01-13,,closed
45248,22682408,2022-01-07,2022-01-13,2022-01-13,,closed
45245,8927258,2022-01-07,2022-01-13,,,open
45243,45478485,2022-01-07,2022-01-11,2022-01-10,33,closed
45240,72577720,2022-01-07,2022-01-13,,,open
45236,13424970,2022-01-06,2022-01-21,2022-01-21,92,closed
45235,10647082,2022-01-06,2022-01-06,,,open
45231,675055,2022-01-06,2022-01-13,2022-01-10,86,closed
45230,675055,2022-01-06,2022-01-17,2022-01-16,86,closed
45226,41583627,2022-01-06,2022-01-07,2022-01-07,,closed
45224,64745408,2022-01-06,2022-01-13,,,open
45223,13159005,2022-01-06,2022-01-06,,92,open
45222,953992,2022-01-06,2022-01-20,2022-01-20,86,closed
45218,8078968,2022-01-06,2022-01-13,2022-01-13,92,closed
45206,65635505,2022-01-05,2022-01-08,2022-01-08,86,closed
45187,3305775,2022-01-04,2022-01-13,,,open
45182,61934744,2022-01-04,2022-01-22,,93,open
45178,24256554,2022-01-03,2022-01-04,,,open
45177,11164790,2022-01-03,2022-01-13,,,open
45174,8927258,2022-01-03,2022-01-04,2022-01-04,86,closed
45172,33491632,2022-01-03,2022-01-03,2022-01-03,,closed
45162,8078968,2022-01-02,2022-01-16,2022-01-16,92,closed
45158,22566757,2022-01-01,2022-01-13,,,open
45156,24256554,2022-01-01,2022-01-03,2022-01-03,,closed
45153,8078968,2022-01-01,2022-01-21,,,open
45151,8078968,2022-01-01,2022-01-16,2022-01-16,92,closed
45149,8078968,2021-12-31,2022-01-17,,,open
45144,24376333,2021-12-31,2022-01-16,2022-01-16,92,closed
45140,8544489,2021-12-31,2022-01-01,2022-01-01,33,closed
45128,20860465,2021-12-30,2021-12-31,2021-12-31,86,closed
45126,16210997,2021-12-30,2022-01-22,,,open
45124,5999858,2021-12-30,2022-01-13,,,open
45123,71138854,2021-12-30,2022-01-05,2022-01-05,86,closed
45110,61934744,2021-12-29,2022-01-09,2022-01-09,86,closed
45107,28902001,2021-12-29,2021-12-29,2021-12-29,,closed
45099,8078968,2021-12-28,2022-01-07,2022-01-07,,closed
45094,7980666,2021-12-28,2021-12-29,2021-12-29,86,closed
45093,8078968,2021-12-28,2021-12-30,,,open
45091,23420482,2021-12-28,2021-12-30,2021-12-30,,closed
45089,44552904,2021-12-28,2021-12-30,2021-12-30,86,closed
45085,8332263,2021-12-28,2021-12-28,,,open
45077,7605129,2021-12-27,2022-01-13,,,open
45070,44552904,2021-12-25,2022-01-08,2022-01-08,92,closed
45069,44552904,2021-12-25,2021-12-28,,32,open
45066,41546976,2021-12-25,2021-12-25,2021-12-25,,closed
45054,180487,2021-12-24,2021-12-26,2021-12-26,,closed
45051,33491632,2021-12-24,2021-12-27,2021-12-27,86,closed
45050,44552904,2021-12-24,2021-12-29,2021-12-29,33,closed
45049,10058240,2021-12-24,2022-01-05,,,open
45047,15343819,2021-12-24,2021-12-24,2021-12-24,33,closed
45046,9418598,2021-12-24,2021-12-24,2021-12-24,33,closed
45045,96613638,2021-12-24,2021-12-24,2021-12-24,,closed
45044,58886556,2021-12-24,2021-12-24,2021-12-24,,closed
45041,1978117,2021-12-24,2021-12-24,2021-12-24,,closed
45038,8078968,2021-12-24,2022-01-04,2021-12-27,86,closed
45036,8078968,2021-12-23,2021-12-27,2021-12-27,86,closed
45034,1020496,2021-12-23,2022-01-23,,,open
45032,8078968,2021-12-23,2022-01-03,2022-01-03,86,closed
45031,70533786,2021-12-23,2021-12-23,2021-12-23,33,closed
45030,61934744,2021-12-23,2022-01-09,,32,open
45022,8078968,2021-12-23,2022-01-17,2022-01-17,92,closed
45021,16792948,2021-12-23,2021-12-23,2021-12-23,,closed
45020,12229877,2021-12-23,2021-12-24,2021-12-24,,closed
45016,609873,2021-12-22,2021-12-23,,,open
45013,1310437,2021-12-22,2021-12-22,,,open
45004,16210997,2021-12-21,2021-12-27,2021-12-27,,closed
45003,28331593,2021-12-21,2021-12-27,2021-12-27,,closed
44996,66162599,2021-12-21,2022-01-03,,,open
44995,953992,2021-12-21,2021-12-24,2021-12-24,86,closed
44994,61934744,2021-12-21,2021-12-28,2021-12-28,86,closed
44993,5585221,2021-12-21,2022-01-13,,,open
44992,8927258,2021-12-21,2022-01-17,2022-01-17,92,closed
44991,59556820,2021-12-21,2021-12-21,2021-12-21,,closed
44985,5662546,2021-12-20,2021-12-27,2021-12-27,86,closed
44983,199380,2021-12-20,2021-12-20,2021-12-20,33,closed
44982,199380,2021-12-20,2021-12-20,2021-12-20,33,closed
44981,199380,2021-12-20,2021-12-20,2021-12-20,33,closed
44980,8927258,2021-12-20,2022-01-22,,,open
44978,8284922,2021-12-20,2021-12-22,2021-12-22,86,closed
44977,170910,2021-12-19,2021-12-21,,32,open
44976,7035647,2021-12-19,2021-12-27,,,open
44970,25108392,2021-12-19,2021-12-20,2021-12-20,,closed
44966,46065870,2021-12-19,2022-01-08,,,open
44965,1304538,2021-12-18,2022-01-21,,32,open
44963,1183079,2021-12-18,2021-12-20,,,open
44959,812841,2021-12-18,2022-01-13,2022-01-13,,closed
44958,8927258,2021-12-18,2021-12-27,,,open
44957,66162599,2021-12-18,2022-01-03,,,open
44956,16210997,2021-12-18,2022-01-08,2022-01-08,86,closed
44952,10647082,2021-12-18,2021-12-18,,,open
44950,953992,2021-12-17,2021-12-18,2021-12-18,86,closed
44949,3236794,2021-12-17,2021-12-27,,,open
44946,96312551,2021-12-17,2021-12-27,,,open
44945,13742673,2021-12-17,2022-01-02,,,open
44934,40669484,2021-12-16,2021-12-16,2021-12-16,,closed
44933,39696536,2021-12-16,2021-12-27,,,open
44925,26389717,2021-12-16,2021-12-17,2021-12-17,,closed
44924,18488,2021-12-16,2021-12-17,2021-12-17,86,closed
44923,1055747,2021-12-16,2021-12-17,,,open
44917,8078968,2021-12-15,2021-12-18,,32,open
44915,18669130,2021-12-15,2021-12-16,2021-12-16,,closed
44914,20457332,2021-12-15,2022-01-23,2022-01-23,92,closed
44905,6618166,2021-12-15,2021-12-15,2021-12-15,,closed
44904,6618166,2021-12-15,2021-12-18,2021-12-18,,closed
44903,2437102,2021-12-15,2021-12-15,2021-12-15,86,closed
44900,28331593,2021-12-15,2021-12-16,2021-12-16,86,closed
44886,813150,2021-12-14,2021-12-27,,,open
44881,22536934,2021-12-14,2022-01-17,,,open
44868,33471258,2021-12-13,2022-01-21,,,open
44867,799467,2021-12-13,2022-01-03,,32,open
44866,1328688,2021-12-13,2021-12-27,,32,open
44865,16601607,2021-12-13,2021-12-27,,,open
44864,26321479,2021-12-13,2021-12-22,2021-12-22,86,closed
44861,10647082,2021-12-12,2022-01-17,,,open
44860,32441766,2021-12-12,2021-12-13,2021-12-13,33,closed
44846,20457332,2021-12-10,2021-12-15,2021-12-15,86,closed
44845,31414128,2021-12-10,2022-01-17,,32,open
44844,10647082,2021-12-10,2021-12-26,,,open
44842,11435189,2021-12-10,2021-12-14,2021-12-14,,closed
44837,61934744,2021-12-10,2021-12-18,,,open
44835,1055747,2021-12-10,2021-12-10,2021-12-10,,closed
44833,56215813,2021-12-10,2021-12-27,,,open
44826,41546976,2021-12-09,2021-12-09,2021-12-09,,closed
44825,56215813,2021-12-09,2021-12-13,2021-12-13,,closed
44823,8078968,2021-12-08,2022-01-12,,42,open
44821,9124827,2021-12-08,2021-12-23,2021-12-23,86,closed
44818,8927258,2021-12-08,2021-12-16,2021-12-16,86,closed
44813,13473688,2021-12-08,2021-12-27,,,open
44811,119472,2021-12-08,2021-12-08,2021-12-08,86,closed
44803,13415452,2021-12-07,2022-01-23,2022-01-23,92,closed
44802,33491632,2021-12-07,2021-12-17,,,open
44799,39696536,2021-12-07,2022-01-20,,,open
44792,13521008,2021-12-06,2022-01-05,2022-01-05,86,closed
44789,14338663,2021-12-06,2021-12-27,2021-12-27,,closed
44788,8238804,2021-12-06,2021-12-27,,,open
44786,46522070,2021-12-06,2022-01-20,,,open
44785,76966342,2021-12-06,2022-01-10,,92,open
44784,1047337,2021-12-06,2021-12-27,,,open
44768,953992,2021-12-05,2021-12-31,,92,open
44764,48577571,2021-12-05,2021-12-27,,,open
44754,15113894,2021-12-04,2021-12-06,2021-12-06,,closed
44752,18346451,2021-12-04,2021-12-10,2021-12-10,86,closed
44751,56269734,2021-12-04,2021-12-27,2021-12-27,,closed
44748,410028,2021-12-04,2021-12-11,2021-12-11,86,closed
44745,12237157,2021-12-04,2022-01-17,,,open
44743,8078968,2021-12-04,2021-12-27,,,open
44742,8078968,2021-12-03,2021-12-27,,,open
44739,675055,2021-12-03,2021-12-08,2021-12-08,86,closed
44734,16806751,2021-12-03,2021-12-27,,,open
44732,10647082,2021-12-03,2021-12-06,2021-12-06,86,closed
44729,60020188,2021-12-02,2021-12-02,2021-12-02,,closed
44726,1511937,2021-12-02,2021-12-27,2021-12-27,,closed
44723,43777211,2021-12-02,2021-12-27,2021-12-27,,closed
44720,15343819,2021-12-02,2021-12-27,,,open
44718,46396731,2021-12-02,2021-12-27,,,open
44712,23669137,2021-12-01,2021-12-27,2021-12-27,,closed
44707,47086561,2021-12-01,2021-12-01,2021-12-01,,closed
44705,15343819,2021-12-01,2021-12-19,2021-12-19,86,closed
44704,28824798,2021-12-01,2021-12-01,2021-12-01,,closed
44703,10712109,2021-12-01,2022-01-04,2021-12-24,86,closed
44698,54143210,2021-12-01,2021-12-01,2021-12-01,,closed
44696,13473688,2021-11-30,2021-12-01,2021-12-01,,closed
44693,8518288,2021-11-30,2021-12-27,,,open
44690,6452675,2021-11-30,2021-12-27,2021-12-27,,closed
44689,95286997,2021-11-30,2022-01-20,,,open
44687,80190909,2021-11-30,2021-12-28,,,open
44684,54274219,2021-11-30,2022-01-17,,,open
44679,8078968,2021-11-30,2021-12-23,,,open
44671,9124827,2021-11-29,2021-12-27,2021-12-27,,closed
44670,68053396,2021-11-29,2022-01-17,,32,open
44642,1312546,2021-11-27,2022-01-18,,,open
44640,62614119,2021-11-27,2021-11-27,2021-11-27,,closed
44639,1969979,2021-11-27,2021-11-27,2021-11-27,33,closed
44638,41546976,2021-11-27,2021-12-21,,,open
44627,33491632,2021-11-26,2021-12-05,2021-12-05,86,closed
44625,1310437,2021-11-26,2021-12-27,,,open
44617,730137,2021-11-25,2021-12-05,2021-12-04,,closed
44616,33194373,2021-11-25,2021-12-23,2021-12-23,86,closed
44603,44447819,2021-11-24,2021-12-27,,32,open
44602,51399800,2021-11-24,2021-12-27,,,open
44597,8078968,2021-11-24,2021-12-23,2021-12-23,86,closed
44590,8927258,2021-11-23,2021-12-18,2021-12-18,,closed
44589,8927258,2021-11-23,2021-12-04,2021-12-04,86,closed
44584,10647082,2021-11-23,2022-01-17,,,open
44575,13521008,2021-11-22,2021-11-25,2021-11-25,86,closed
44574,64128,2021-11-22,2021-11-29,2021-11-29,86,closed
44573,78165526,2021-11-22,2021-11-23,2021-11-23,,closed
44572,6231413,2021-11-22,2021-11-23,2021-11-23,86,closed
44570,54589605,2021-11-22,2021-11-22,2021-11-22,,closed
44568,17458293,2021-11-22,2021-12-12,2021-11-30,,closed
44560,19217750,2021-11-21,2021-11-21,2021-11-21,33,closed
44543,2816689,2021-11-20,2021-12-02,2021-12-02,,closed
44528,25457921,2021-11-19,2021-12-27,,,open
44521,52484416,2021-11-19,2021-11-20,2021-11-20,91,closed
44517,1377457,2021-11-18,2021-12-09,,,open
44516,52484416,2021-11-18,2021-11-18,2021-11-18,,closed
44515,30285349,2021-11-18,2021-11-18,2021-11-18,33,closed
44512,11488142,2021-11-18,2021-11-19,2021-11-19,,closed
44509,64612993,2021-11-18,2021-11-21,2021-11-21,86,closed
44508,91027602,2021-11-18,2021-11-18,2021-11-18,33,closed
44504,6145801,2021-11-17,2021-12-29,,,open
44499,525675,2021-11-17,2021-11-20,2021-11-20,86,closed
44498,32708833,2021-11-17,2021-12-29,2021-12-29,86,closed
44496,3383837,2021-11-17,2021-11-21,2021-11-21,,closed
44494,61934744,2021-11-17,2021-11-21,2021-11-20,91,closed
44490,18083323,2021-11-16,2021-12-03,,,open
44486,6707555,2021-11-16,2021-11-19,2021-11-19,33,closed
44485,8130047,2021-11-16,2022-01-13,,,open
44484,1020496,2021-11-16,2022-01-01,,,open
44482,5902745,2021-11-16,2021-11-26,2021-11-26,86,closed
44481,5902745,2021-11-16,2021-11-21,,,open
44477,953992,2021-11-15,2021-12-17,2021-12-17,86,closed
44473,64660988,2021-11-15,2021-11-15,2021-11-15,,closed
44470,4324329,2021-11-15,2021-11-20,2021-11-20,86,closed
44467,1655105,2021-11-15,2021-11-21,2021-11-21,33,closed
44465,5902745,2021-11-15,2021-11-16,2021-11-16,,closed
44458,1652685,2021-11-15,2021-11-15,2021-11-15,33,closed
44453,953992,2021-11-14,2021-12-31,,92,open
44450,953992,2021-11-14,2022-01-08,,92,open
44438,67621470,2021-11-13,2021-12-27,,,open
44433,8078968,2021-11-13,2021-11-16,,,open
44424,4321826,2021-11-13,2021-11-21,,,open
44421,6820092,2021-11-12,2021-12-17,,,open
44420,20543961,2021-11-12,2021-11-13,2021-11-13,33,closed
44414,6249613,2021-11-12,2021-12-05,2021-12-05,86,closed
44410,5266232,2021-11-12,2021-12-05,,,open
44409,93189615,2021-11-12,2021-11-18,,,open
44405,61934744,2021-11-12,2021-11-14,,,open
44403,49984942,2021-11-12,2021-11-20,,,open
44400,84085756,2021-11-11,2021-12-08,,,open
44394,10137,2021-11-11,2021-11-11,2021-11-11,,closed
44393,3190405,2021-11-11,2021-11-14,2021-11-14,,closed
44392,10991626,2021-11-11,2021-11-22,,,open
44386,3155637,2021-11-10,2021-11-11,2021-11-11,,closed
44384,6231413,2021-11-10,2021-11-14,,,open
44383,33337590,2021-11-10,2021-11-14,2021-11-14,,closed
44382,1020496,2021-11-10,2021-11-13,2021-11-13,86,closed
44380,83115948,2021-11-10,2021-12-11,,,open
44379,85473770,2021-11-10,2021-11-25,2021-11-25,86,closed
44378,89095326,2021-11-09,2021-11-14,2021-11-14,,closed
44376,61934744,2021-11-09,2021-11-09,2021-11-09,,closed
44368,247555,2021-11-09,2021-11-10,2021-11-09,33,closed
44366,32839123,2021-11-09,2021-11-25,2021-11-25,86,closed
44363,93783692,2021-11-09,2021-12-08,,,open
44354,34067903,2021-11-08,2021-12-08,,32,open
44353,8078968,2021-11-08,2022-01-06,,,open
44351,13159005,2021-11-08,2021-11-12,2021-11-12,91,closed
44350,9049037,2021-11-08,2021-11-14,,,open
44347,45562402,2021-11-07,2021-11-11,,,open
44343,61934744,2021-11-07,2022-01-16,2021-11-15,,closed
44342,4324329,2021-11-07,2021-11-20,,,open
44341,8927258,2021-11-07,2021-11-20,,,open
44340,12875240,2021-11-07,2021-11-07,2021-11-07,,closed
44336,31857876,2021-11-06,2021-11-14,,,open
44334,22727090,2021-11-06,2021-11-06,2021-11-06,33,closed
44333,1978117,2021-11-06,2021-11-25,2021-11-25,86,closed
44329,9373840,2021-11-05,2021-11-13,,,open
44326,93783692,2021-11-05,2021-11-14,2021-11-14,,closed
44324,48928957,2021-11-05,2022-01-12,,,open
44323,53435298,2021-11-05,2021-11-06,2021-11-06,,closed
44322,18488,2021-11-05,2021-11-15,2021-11-15,86,closed
44320,10979067,2021-11-05,2021-11-14,2021-11-14,,closed
44318,24434157,2021-11-05,2021-11-05,2021-11-05,86,closed
44313,36614806,2021-11-04,2021-11-04,2021-11-04,,closed
44312,8152233,2021-11-04,2021-11-14,2021-11-14,86,closed
44311,953992,2021-11-04,2021-11-10,,,open
44310,3169669,2021-11-04,2021-12-10,2021-12-10,86,closed
44309,44261088,2021-11-04,2021-11-04,2021-11-04,,closed
44306,10409077,2021-11-03,2021-12-24,2021-12-24,,closed
44304,21002431,2021-11-03,2021-11-14,2021-11-14,86,closed
44303,6707555,2021-11-03,2021-11-06,,,open
44302,17075857,2021-11-03,2021-11-06,,,open
44299,5893998,2021-11-03,2021-11-03,2021-11-03,33,closed
44298,47819923,2021-11-03,2021-11-03,2021-11-03,33,closed
44297,9272700,2021-11-03,2021-11-03,2021-11-03,,closed
44295,4907846,2021-11-02,2021-11-14,2021-11-14,86,closed
44293,315810,2021-11-02,2021-11-06,,32,open
44291,64278226,2021-11-02,2021-11-02,2021-11-02,,closed
44290,4407787,2021-11-02,2021-11-02,2021-11-02,,closed
44289,4610874,2021-11-02,2021-12-17,,,open
44287,58780789,2021-11-02,2021-11-08,2021-11-08,33,closed
44284,9064408,2021-11-02,2021-12-13,,32,open
44279,8078968,2021-11-01,2021-12-18,,,open
44277,1810426,2021-11-01,2021-11-05,2021-11-05,86,closed
44276,8078968,2021-11-01,2021-12-15,2021-12-15,86,closed
44269,26389717,2021-11-01,2021-11-05,,,open
44268,27858725,2021-11-01,2021-11-02,2021-11-02,33,closed
44265,8078968,2021-11-01,2021-11-05,2021-11-05,,closed
44262,8078968,2021-11-01,2022-01-20,,,open
44257,8078968,2021-10-31,2021-11-29,2021-11-29,,closed
44256,42288570,2021-10-31,2021-11-01,,,open
44253,4312421,2021-10-31,2021-12-16,2021-12-16,86,closed
44252,705555,2021-10-31,2021-11-05,,,open
44250,4407787,2021-10-31,2021-11-05,2021-11-05,,closed
44247,24256554,2021-10-31,2021-11-01,2021-11-01,86,closed
44246,6000188,2021-10-31,2021-11-14,,,open
44241,8078968,2021-10-30,2021-12-27,2021-12-27,86,closed
44240,8078968,2021-10-30,2021-10-30,,,open
44231,8078968,2021-10-29,2021-11-10,2021-11-10,86,closed
44230,93396209,2021-10-29,2021-10-30,2021-10-29,33,closed
44217,14334826,2021-10-28,2021-10-30,2021-10-30,,closed
44216,10277744,2021-10-28,2021-11-07,,,open
44213,6618166,2021-10-28,2021-10-29,2021-10-29,,closed
44203,22898667,2021-10-27,2021-10-31,,,open
44199,22682408,2021-10-27,2022-01-22,2022-01-22,,closed
44196,28730622,2021-10-26,2021-10-30,2021-10-30,,closed
44194,58479031,2021-10-26,2021-10-28,2021-10-27,33,closed
44190,10784275,2021-10-26,2021-11-01,2021-10-29,91,closed
44188,42494185,2021-10-26,2021-12-02,,,open
44184,19884360,2021-10-26,2021-10-30,2021-10-30,,closed
44181,79206008,2021-10-25,2021-11-25,2021-11-25,86,closed
44179,38358698,2021-10-25,2021-12-22,2021-12-22,86,closed
44178,10194086,2021-10-25,2021-11-24,2021-11-24,86,closed
44173,953992,2021-10-24,2021-11-06,2021-11-06,86,closed
44172,67036,2021-10-24,2022-01-17,2022-01-17,92,closed
44168,46823273,2021-10-24,2022-01-15,2022-01-15,,closed
44162,47869948,2021-10-24,2021-11-06,2021-11-06,86,closed
44159,24267968,2021-10-23,2021-10-29,2021-10-29,,closed
44158,39696508,2021-10-23,2021-11-25,2021-11-25,86,closed
44157,26931110,2021-10-23,2021-10-23,2021-10-23,33,closed
44156,67036,2021-10-23,2022-01-08,,,open
44153,16733618,2021-10-22,2021-11-28,2021-11-28,86,closed
44152,8078968,2021-10-22,2021-10-30,,,open
44147,60942991,2021-10-22,2021-11-14,2021-11-14,86,closed
44146,32264288,2021-10-22,2021-11-22,2021-11-22,,closed
44145,16858157,2021-10-22,2021-10-30,,,open
44143,16733618,2021-10-22,2021-10-22,2021-10-22,91,closed
44136,956323,2021-10-21,2021-11-27,2021-11-27,91,closed
44132,26389717,2021-10-21,2022-01-16,,32,open
44126,953992,2021-10-21,2021-10-28,2021-10-28,33,closed
44120,90099748,2021-10-20,2021-10-30,,,open
44119,48371182,2021-10-20,2021-10-21,2021-10-21,,closed
44117,77850046,2021-10-20,2021-10-30,2021-10-30,,closed
44116,953992,2021-10-20,2021-10-21,2021-10-21,86,closed
44112,1826137,2021-10-20,2021-10-30,,,open
44109,57646,2021-10-20,2021-11-05,2021-11-05,86,closed
44106,6323151,2021-10-19,2021-10-26,2021-10-26,91,closed
44104,18338679,2021-10-19,2021-10-30,,,open
44103,18338679,2021-10-19,2021-10-20,,,open
44100,8078968,2021-10-19,2021-12-17,2021-12-17,86,closed
44099,62142979,2021-10-19,2021-10-30,,,open
44098,1694892,2021-10-19,2021-10-21,2021-10-21,86,closed
44097,33896139,2021-10-19,2021-12-10,,,open
44096,5902745,2021-10-19,2021-11-25,2021-11-25,86,closed
44095,9060786,2021-10-19,2021-10-20,2021-10-20,,closed
44091,8078968,2021-10-18,2021-12-29,2021-12-29,86,closed
44090,31741972,2021-10-18,2021-12-17,,,open
44089,42289817,2021-10-18,2021-10-20,2021-10-20,33,closed
44087,10058240,2021-10-18,2021-10-18,2021-10-18,,closed
44084,5902745,2021-10-18,2021-11-14,2021-11-14,86,closed
44082,6242032,2021-10-18,2021-10-18,2021-10-18,,closed
44080,13159005,2021-10-18,2021-12-14,2021-12-14,91,closed
44079,58493968,2021-10-18,2021-11-20,2021-11-20,86,closed
44078,45562402,2021-10-18,2021-10-18,,32,open
44077,45562402,2021-10-18,2021-10-18,,,open
44076,45562402,2021-10-18,2021-10-18,2021-10-18,86,closed
44075,6732831,2021-10-18,2021-10-30,,,open
44071,45562402,2021-10-17,2021-10-18,2021-10-18,,closed
44069,24970830,2021-10-17,2021-10-17,2021-10-17,,closed
44067,24256554,2021-10-17,2021-11-09,2021-11-09,86,closed
44056,34067903,2021-10-16,2021-10-30,,,open
44054,1020496,2021-10-16,2021-10-17,,,open
44053,1020496,2021-10-16,2021-10-19,2021-10-19,86,closed
44052,15113894,2021-10-16,2021-10-30,,,open
44051,8078968,2021-10-16,2021-12-19,2021-12-19,86,closed
44050,25457921,2021-10-16,2021-10-30,,,open
44049,11477153,2021-10-16,2021-10-30,2021-10-30,,closed
44048,8078968,2021-10-16,2021-12-14,2021-12-14,86,closed
44045,50751110,2021-10-15,2021-10-21,,,open
44044,22636443,2021-10-15,2021-10-21,2021-10-21,,closed
44042,25247745,2021-10-15,2021-10-16,,,open
44031,28565097,2021-10-14,2022-01-07,2022-01-07,32,closed
44030,1872019,2021-10-14,2021-10-17,,,open
44027,1020496,2021-10-14,2021-11-16,,,open
44026,62872848,2021-10-14,2021-11-19,2021-11-19,,closed
44025,8078968,2021-10-14,2021-10-16,,,open
44024,5004900,2021-10-14,2021-10-14,2021-10-14,,closed
44021,45976948,2021-10-13,2021-12-16,2021-11-16,86,closed
44017,67080909,2021-10-13,2021-10-20,2021-10-20,,closed
44014,31813040,2021-10-13,2021-10-14,,32,open
44013,92440039,2021-10-13,2021-10-13,2021-10-13,33,closed
